M,D,Y,h,m,s,pm,handle,F,RT,O,E
11,05,18,10,21,58,PM,MeghanAzad,0,1,False,R_mmoore
11,05,18,10,26,41,PM,AlbrechtS_H,7,0,True,
11,05,18,10,28,01,PM,JeremyBrownlie,0,1,False,AlbrechtS_H
11,05,18,10,28,19,PM,Sean_P_Rushton,0,3,False,R_mmoore
11,05,18,10,28,39,PM,KozetaMiliku,0,4,False,MeghanAzad
11,05,18,10,28,52,PM,cole_burton,0,42,False,ChiefSciCan
11,05,18,10,29,53,PM,univcan,8,0,True,
11,05,18,10,32,46,PM,MeghanAzad,4,0,True,
11,05,18,10,35,24,PM,JeremyBrownlie,8,1,True,
11,05,18,10,35,46,PM,JeremyBrownlie,0,42,False,ChiefSciCan
11,05,18,10,36,32,PM,tedhsu,0,1,False,AlbrechtS_H
11,05,18,10,36,39,PM,JeremyBrownlie,0,4,False,cole_burton
11,05,18,10,37,18,PM,JeremyBrownlie,0,6,False,AlbrechtS_H
11,05,18,10,37,34,PM,JeremyBrownlie,0,3,False,JohnstonPari
11,05,18,10,37,42,PM,AlbrechtS_H,0,17,False,CemmaM
11,05,18,10,44,06,PM,AlonEisenstein,0,42,False,ChiefSciCan
11,05,18,10,44,08,PM,PaulHDavidson,0,17,False,CemmaM
11,05,18,10,45,30,PM,STPStServices,0,42,False,ChiefSciCan
11,05,18,10,45,33,PM,Tracytms,0,42,False,ChiefSciCan
11,05,18,10,51,52,PM,sciencepolicy,0,2,False,IOGca
11,05,18,10,52,13,PM,sciencepolicy,0,3,False,R_mmoore
11,05,18,10,53,13,PM,sciencepolicy,0,2,False,catherinemah
11,05,18,10,54,25,PM,sciencepolicy,0,3,False,catherinemah
11,05,18,10,57,29,PM,SFU,8,1,True,
11,05,18,11,04,40,PM,SDeecks16,0,5,False,MattMcTaggart
11,05,18,11,04,50,PM,DalVPR,0,6,False,catherinemah
11,05,18,11,18,21,PM,KotechaJyoti,4,1,True,
11,05,18,11,20,47,PM,DJoeIrvine,0,42,False,ChiefSciCan
11,05,18,11,32,05,PM,KinChanPhD,6,0,True,
11,05,18,11,32,45,PM,TragicScience,0,42,False,ChiefSciCan
11,05,18,11,33,09,PM,faisal_moola,0,42,False,ChiefSciCan
11,05,18,11,34,21,PM,sciencepolicy,0,1,False,KotechaJyoti
11,05,18,11,35,52,PM,AlbrechtS_H,13,1,True,
11,05,18,11,40,01,PM,westernuScience,8,1,True,
11,05,18,11,42,01,PM,JohnstonPari,24,4,True,
11,05,18,11,49,44,PM,ValorieCrooks,0,1,False,AlbrechtS_H
11,05,18,11,50,52,PM,electrifiedshel,18,2,True,
11,06,18,12,26,16,AM,sciencepolicy,0,2,False,electrifiedshel
11,06,18,12,29,42,AM,terrycampbell01,0,4,False,JohnstonPari
11,06,18,12,33,31,AM,adamthomasford,19,3,True,
11,06,18,12,34,18,AM,terrycampbell01,12,2,True,
11,06,18,12,35,45,AM,AlbrechtS_H,0,3,False,adamthomasford
11,06,18,12,38,19,AM,terrycampbell01,0,2,False,CemmaM
11,06,18,12,41,02,AM,DrDorothyShaw,0,8,False,akaida
11,06,18,12,52,24,AM,queensuResearch,0,42,False,ChiefSciCan
11,06,18,12,53,42,AM,Profpaper,0,2,False,gruzd
11,06,18,01,04,19,AM,Kathryn01637502,0,2,False,terrycampbell01
11,06,18,01,16,45,AM,SharonCreelman,0,17,False,CemmaM
11,06,18,01,17,45,AM,skaida,0,2,False,akaida
11,06,18,01,18,42,AM,skaida,0,10,False,akaida
11,06,18,01,26,05,AM,CMJ1013,0,42,False,ChiefSciCan
11,06,18,01,45,04,AM,Gailushka,14,2,True,
11,06,18,01,51,51,AM,univcan,0,4,False,JohnstonPari
11,06,18,02,12,13,AM,meemnaeem,0,42,False,ChiefSciCan
11,06,18,02,15,16,AM,EdenHennessey,0,42,False,ChiefSciCan
11,06,18,02,18,28,AM,anjuliahooja,0,13,False,MattMcTaggart
11,06,18,02,23,49,AM,trushar_7,7,1,True,
11,06,18,02,24,32,AM,electrifiedshel,11,0,True,
11,06,18,02,28,12,AM,electrifiedshel,0,1,False,trushar_7
11,06,18,02,28,41,AM,maryadevera,4,0,True,
11,06,18,02,30,20,AM,ValorieCrooks,0,42,False,ChiefSciCan
11,06,18,02,30,54,AM,JenniferMeacher,0,6,False,ValorieCrooks
11,06,18,02,31,15,AM,PharmaLauren,0,11,False,MeghanAzad
11,06,18,02,31,18,AM,maryadevera,12,2,True,
11,06,18,02,34,09,AM,maryadevera,13,0,True,
11,06,18,02,35,05,AM,trushar_7,26,4,True,
11,06,18,02,36,13,AM,arrti_rna,0,4,False,trushar_7
11,06,18,02,37,54,AM,trushar_7,0,2,False,electrifiedshel
11,06,18,02,40,22,AM,electrifiedshel,8,0,True,
11,06,18,02,41,14,AM,ValorieCrooks,0,6,False,sung_vanessa
11,06,18,02,43,10,AM,electrifiedshel,0,3,False,cole_burton
11,06,18,02,43,27,AM,electrifiedshel,0,4,False,cole_burton
11,06,18,02,43,38,AM,electrifiedshel,0,13,False,MattMcTaggart
11,06,18,02,44,12,AM,hainsworthtv,0,6,False,ValorieCrooks
11,06,18,02,45,08,AM,R_mmoore,0,3,False,adamthomasford
11,06,18,02,45,23,AM,electrifiedshel,0,2,False,Gailushka
11,06,18,02,46,31,AM,electrifiedshel,0,3,False,R_mmoore
11,06,18,02,58,08,AM,maryadevera,16,1,True,
11,06,18,03,03,42,AM,adamthomasford,0,42,False,ChiefSciCan
11,06,18,03,09,37,AM,R_mmoore,43,1,True,
11,06,18,03,11,58,AM,electrifiedshel,0,17,False,CemmaM
11,06,18,03,12,19,AM,ashapieper,0,10,False,akaida
11,06,18,03,18,58,AM,MeghanAzad,0,2,False,maryadevera
11,06,18,03,20,40,AM,ClaytonTLamb,0,3,False,adamthomasford
11,06,18,03,27,26,AM,FlyBehaviour,11,0,True,
11,06,18,03,27,34,AM,MehrdadHariri,0,4,False,trushar_7
11,06,18,03,28,21,AM,efringer,0,2,False,akaida
11,06,18,03,35,42,AM,UBCPsych,0,1,False,jiayingzhao
11,06,18,03,38,14,AM,ValorieCrooks,6,1,True,
11,06,18,03,42,04,AM,Dom_Robert7,13,1,True,
11,06,18,03,42,11,AM,eadekemp,0,42,False,ChiefSciCan
11,06,18,03,44,25,AM,ChatrLab,0,1,False,ValorieCrooks
11,06,18,03,55,48,AM,rebeccahasdell,0,3,False,catherinemah
11,06,18,04,00,15,AM,jenni_pro,0,4,False,adamthomasford
11,06,18,04,00,22,AM,UBCOWild,0,4,False,adamthomasford
11,06,18,04,00,53,AM,KarenAnnPenney1,0,42,False,ChiefSciCan
11,06,18,04,02,44,AM,KarenAnnPenney1,0,4,False,JohnstonPari
11,06,18,04,03,52,AM,JohnstonPari,0,8,False,akaida
11,06,18,04,06,17,AM,Dom_Robert7,9,0,True,
11,06,18,04,06,56,AM,lycosses,0,10,False,akaida
11,06,18,04,09,30,AM,Mammals_Suck,0,11,False,MeghanAzad
11,06,18,04,10,43,AM,skippybkroo,0,11,False,MeghanAzad
11,06,18,04,14,05,AM,Forensecology,0,42,False,ChiefSciCan
11,06,18,04,24,38,AM,GeoHlthNetwork,4,3,True,
11,06,18,04,30,19,AM,_open_science_,0,3,False,GeoHlthNetwork
11,06,18,04,36,18,AM,MrAhmednurAli,0,17,False,CemmaM
11,06,18,04,50,24,AM,sciencepolicy,0,2,False,MattMcTaggart
11,06,18,04,56,09,AM,AlbrechtS_H,0,2,False,MattMcTaggart
11,06,18,05,14,26,AM,ValorieCrooks,0,1,False,SFU
11,06,18,05,19,08,AM,BStarzomski,0,2,False,cole_burton
11,06,18,05,40,55,AM,SeventhDayEden,0,11,False,MeghanAzad
11,06,18,05,45,44,AM,ScicommBot,0,11,False,MeghanAzad
11,06,18,05,51,34,AM,electrifiedshel,0,8,False,akaida
11,06,18,06,07,07,AM,Ha_Tanya,0,1,False,JeremyBrownlie
11,06,18,06,12,36,AM,DanielSGregoire,0,6,False,sung_vanessa
11,06,18,11,11,15,AM,mhajizadehm,0,6,False,catherinemah
11,06,18,11,20,28,AM,suzieofficer,0,6,False,catherinemah
11,06,18,12,00,38,PM,CBFraoch,7,0,True,
11,06,18,12,00,38,PM,glendoraboland,0,3,False,GeoHlthNetwork
11,06,18,12,01,31,PM,troyvet,0,10,False,akaida
11,06,18,12,18,10,PM,sflkirk,0,6,False,catherinemah
11,06,18,12,40,32,PM,adamthomasford,14,4,True,
11,06,18,12,42,35,PM,darrenjanderson,4,1,True,
11,06,18,12,44,18,PM,MeghanAzad,3,0,True,
11,06,18,12,45,38,PM,ScicommBot,0,1,False,darrenjanderson
11,06,18,01,05,08,PM,westernuBio,0,1,False,westernuScience
11,06,18,01,05,15,PM,sciencepolicy,8,2,True,
11,06,18,01,10,18,PM,AlbrechtS_H,0,2,False,sciencepolicy
11,06,18,01,17,11,PM,ubcprez,0,42,False,ChiefSciCan
11,06,18,01,18,26,PM,RattrayHuish,0,8,False,sung_vanessa
11,06,18,01,18,33,PM,prof_nch,0,2,False,ValorieCrooks
11,06,18,01,26,04,PM,anetto,0,42,False,ChiefSciCan
11,06,18,01,36,05,PM,BogdenJo,0,17,False,CemmaM
11,06,18,01,37,37,PM,AlbrechtS_H,3,0,True,
11,06,18,01,45,52,PM,Mammals_Suck,0,2,False,MeghanAzad
11,06,18,01,47,49,PM,maryadevera,9,1,True,
11,06,18,01,54,29,PM,akaida,32,5,True,
11,06,18,01,58,17,PM,MeghanAzad,6,1,True,
11,06,18,02,00,27,PM,CollegeCan,0,1,False,ResearchCda
11,06,18,02,01,01,PM,Aminmassawe,0,5,False,akaida
11,06,18,02,04,13,PM,DrvanDonkelaar,0,4,False,adamthomasford
11,06,18,02,19,19,PM,laurmildred,0,42,False,ChiefSciCan
11,06,18,02,31,05,PM,cole_burton,22,4,True,
11,06,18,02,34,14,PM,BeatyCentre,5,0,True,
11,06,18,02,36,53,PM,catherinemah,21,5,True,
11,06,18,02,37,27,PM,catherinemah,0,4,False,cole_burton
11,06,18,02,38,52,PM,MeghanAzad,5,0,True,
11,06,18,02,45,50,PM,nabeel_canada,0,42,False,ChiefSciCan
11,06,18,02,49,39,PM,gruzd,9,2,True,
11,06,18,02,52,13,PM,adamthomasford,8,3,True,
11,06,18,02,54,20,PM,pitseolak,1,0,True,
11,06,18,02,55,00,PM,cole_burton,0,5,False,catherinemah
11,06,18,02,55,13,PM,sciencepolicy,3,1,True,
11,06,18,02,55,37,PM,sarperotto,0,3,False,AlbrechtS_H
11,06,18,02,57,30,PM,MireilleKhacho,0,5,False,catherinemah
11,06,18,02,58,36,PM,MireilleKhacho,0,4,False,cole_burton
11,06,18,03,01,04,PM,MireilleKhacho,10,0,True,
11,06,18,03,02,05,PM,CU_HKAP,0,0,True,
11,06,18,03,02,38,PM,MelodieYJSong,0,3,False,catherinemah
11,06,18,03,03,13,PM,MireilleKhacho,22,0,True,
11,06,18,03,14,08,PM,AlbrechtS_H,9,1,True,
11,06,18,03,15,17,PM,rinireg,10,0,True,
11,06,18,03,21,42,PM,IOGca,5,0,True,
11,06,18,03,25,07,PM,stognazzini,0,5,False,akaida
11,06,18,03,26,13,PM,LeaGrie,0,17,False,CemmaM
11,06,18,03,26,33,PM,LeaGrie,0,6,False,AlbrechtS_H
11,06,18,03,30,33,PM,JeremyBrownlie,11,4,True,
11,06,18,03,31,26,PM,phishdoc,0,2,False,Gailushka
11,06,18,03,34,13,PM,Giving_It_Raw,0,5,False,akaida
11,06,18,03,35,01,PM,queensuResearch,14,3,True,
11,06,18,03,36,14,PM,adamthomasford,0,4,False,JeremyBrownlie
11,06,18,03,36,38,PM,pitseolak,3,0,True,
11,06,18,03,37,58,PM,sparkyofAlberta,0,4,False,adamthomasford
11,06,18,03,46,09,PM,AlbrechtS_H,0,3,False,adamthomasford
11,06,18,03,47,33,PM,QueensuMedia,0,3,False,queensuResearch
11,06,18,03,59,27,PM,MehrdadHariri,8,2,True,
11,06,18,03,59,58,PM,ImogenRCoePhD,0,2,False,MehrdadHariri
11,06,18,04,04,09,PM,MehrdadHariri,30,2,True,
11,06,18,04,13,00,PM,BobBenzen,11,6,True,
11,06,18,04,15,02,PM,UofLArtsci,0,4,False,trushar_7
11,06,18,04,16,07,PM,HomaKrp,5,1,True,
11,06,18,04,19,13,PM,SMLabTO,0,2,False,gruzd
11,06,18,04,19,19,PM,SMLabTO,0,2,False,gruzd
11,06,18,04,21,10,PM,HomaKrp,0,2,False,sciencepolicy
11,06,18,04,38,58,PM,catherinemah,17,4,True,
11,06,18,04,40,44,PM,jackie_dawson,19,2,True,
11,06,18,04,43,11,PM,DrCChambers,0,4,False,catherinemah
11,06,18,04,47,26,PM,LASingh1,0,2,False,maryadevera
11,06,18,04,48,01,PM,LASingh1,0,1,False,maryadevera
11,06,18,05,05,11,PM,AlbrechtS_H,5,0,True,
11,06,18,05,38,35,PM,trushar_7,20,5,True,
11,06,18,05,46,08,PM,CBFraoch,11,1,True,
11,06,18,05,52,21,PM,MicrobialOcean,5,0,True,
11,06,18,06,02,02,PM,DrNeilHotchin,0,5,False,trushar_7
11,06,18,06,03,25,PM,SFUENV,0,42,False,ChiefSciCan
11,06,18,06,03,28,PM,SenMarilou,0,1,False,CBFraoch
11,06,18,06,18,46,PM,HomaKrp,18,2,True,
11,06,18,06,27,11,PM,electrifiedshel,16,3,True,
11,06,18,06,28,34,PM,ErinOTooleMP,0,3,False,electrifiedshel
11,06,18,06,35,56,PM,GeoHlthNetwork,2,0,True,
11,06,18,06,36,23,PM,WayneEaster,0,5,False,trushar_7
11,06,18,06,37,49,PM,electrifiedshel,0,2,False,MehrdadHariri
11,06,18,06,38,27,PM,ErinOTooleMP,7,1,True,
11,06,18,06,46,30,PM,NatalieAnCarter,0,2,False,jackie_dawson
11,06,18,06,56,10,PM,NatalieAnCarter,2,1,True,
11,06,18,06,56,43,PM,NatalieAnCarter,0,1,False,Dom_Robert7
11,06,18,06,57,15,PM,NatalieAnCarter,0,4,False,JohnstonPari
11,06,18,07,01,32,PM,TylerMrozowich,0,5,False,trushar_7
11,06,18,07,01,53,PM,TylerMrozowich,0,4,False,trushar_7
11,06,18,07,03,38,PM,scilitweek,0,17,False,CemmaM
11,06,18,07,05,01,PM,KinChanPhD,9,2,True,
11,06,18,07,07,41,PM,KinChanPhD,4,0,True,
11,06,18,07,09,37,PM,KinChanPhD,8,1,True,
11,06,18,07,10,10,PM,MPCelina,38,8,True,
11,06,18,07,10,17,PM,MPCelina,0,2,False,KinChanPhD
11,06,18,07,12,48,PM,johangreg,0,8,False,MPCelina
11,06,18,07,17,20,PM,grahamcmackenzi,0,4,False,catherinemah
11,06,18,07,18,13,PM,DylanMacKayPhD,0,11,False,MeghanAzad
11,06,18,07,19,52,PM,MPCelina,0,8,False,MPCelina
11,06,18,07,20,05,PM,sciencepolicy,0,3,False,GeoHlthNetwork
11,06,18,07,20,09,PM,PaddyKTaylor,0,1,False,KinChanPhD
11,06,18,07,20,21,PM,sciencepolicy,0,4,False,adamthomasford
11,06,18,07,20,33,PM,waQasYousafzai,0,1,False,sciencepolicy
11,06,18,07,21,37,PM,sciencepolicy,0,1,False,maryadevera
11,06,18,07,21,49,PM,sciencepolicy,0,5,False,akaida
11,06,18,07,21,57,PM,sciencepolicy,0,1,False,MeghanAzad
11,06,18,07,22,24,PM,sciencepolicy,0,5,False,catherinemah
11,06,18,07,39,02,PM,scottstgeorge,0,8,False,akaida
11,06,18,07,49,48,PM,RealAdam_Walker,0,3,False,queensuResearch
11,06,18,07,52,52,PM,MeghanAzad,0,8,False,MPCelina
11,06,18,07,53,03,PM,AnnaPeetersAus,0,4,False,catherinemah
11,06,18,07,53,33,PM,CBFraoch,8,0,True,
11,06,18,07,55,14,PM,sciencepolicy,18,9,True,
11,06,18,07,57,33,PM,MichaelChongMP,37,7,True,
11,06,18,08,06,38,PM,Lynn410ottawa,0,42,False,ChiefSciCan
11,06,18,08,08,22,PM,MeghanAzad,16,2,True,
11,06,18,08,18,41,PM,maryadevera,12,2,True,
11,06,18,08,24,47,PM,sciencepolicy,0,2,False,jackie_dawson
11,06,18,08,26,40,PM,AdamSchubel,0,4,False,adamthomasford
11,06,18,08,26,44,PM,AdamSchubel,0,3,False,adamthomasford
11,06,18,08,26,59,PM,AdamSchubel,0,42,False,ChiefSciCan
11,06,18,08,29,09,PM,KinChanPhD,6,1,True,
11,06,18,08,31,04,PM,AlbrechtS_H,13,2,True,
11,06,18,08,45,40,PM,maryadevera,0,4,False,JeremyBrownlie
11,06,18,08,45,48,PM,maryadevera,0,9,False,sciencepolicy
11,06,18,08,45,52,PM,maryadevera,0,1,False,KinChanPhD
11,06,18,08,47,23,PM,KSP_Libs,0,8,False,MPCelina
11,06,18,08,47,43,PM,maryadevera,2,0,True,
11,06,18,08,52,38,PM,maryadevera,15,0,True,
11,06,18,08,55,11,PM,cole_burton,19,3,True,
11,06,18,08,55,50,PM,maryadevera,15,0,True,
11,06,18,08,57,13,PM,mhajizadehm,0,4,False,catherinemah
11,06,18,08,57,35,PM,KotechaJyoti,12,2,True,
11,06,18,09,12,41,PM,CRC_CRC,0,9,False,sciencepolicy
11,06,18,09,12,50,PM,SSHRC_CRSH,0,9,False,sciencepolicy
11,06,18,09,13,35,PM,AlbrechtS_H,0,4,False,cole_burton
11,06,18,09,15,09,PM,CRC_CRC,0,42,False,ChiefSciCan
11,06,18,09,15,18,PM,SSHRC_CRSH,0,42,False,ChiefSciCan
11,06,18,09,16,04,PM,CRC_CRC,0,3,False,SciChefCan
11,06,18,09,16,11,PM,CRSH_SSHRC,0,3,False,SciChefCan
11,06,18,09,16,23,PM,trushar_7,13,2,True,
11,06,18,09,16,26,PM,sciencepolicy,0,2,False,AlbrechtS_H
11,06,18,09,16,39,PM,sciencepolicy,0,2,False,maryadevera
11,06,18,09,16,46,PM,sciencepolicy,0,2,False,MeghanAzad
11,06,18,09,16,53,PM,sciencepolicy,0,7,False,MichaelChongMP
11,06,18,09,17,08,PM,macnursing,0,9,False,sciencepolicy
11,06,18,09,18,09,PM,SSHRC_CRSH,0,8,False,sung_vanessa
11,06,18,09,18,24,PM,faisal_moola,0,3,False,cole_burton
11,06,18,09,20,58,PM,sciencepolicy,0,2,False,MehrdadHariri
11,06,18,09,29,33,PM,KinChanPhD,7,0,True,
11,06,18,09,31,11,PM,ubcprez,23,6,True,
11,06,18,09,31,52,PM,AdamSchubel,0,6,False,ubcprez
11,06,18,09,33,32,PM,take_andy,0,6,False,BobBenzen
11,06,18,09,36,45,PM,jiayingzhao,15,1,True,
11,06,18,09,37,58,PM,UBC,0,6,False,ubcprez
11,06,18,09,39,12,PM,take_andy,8,1,True,
11,06,18,09,41,43,PM,ChiefSciCan,64,13,True,
11,06,18,09,48,18,PM,chui108,0,4,False,akaida
11,06,18,09,52,15,PM,sciencepolicy,0,13,False,ChiefSciCan
11,06,18,09,52,55,PM,queensuResearch,0,2,False,KotechaJyoti
11,06,18,09,53,51,PM,DrMoiraStilwell,0,9,False,sciencepolicy
11,06,18,09,55,11,PM,ChavannesV,0,8,False,MPCelina
11,06,18,09,55,28,PM,sciencepolicy,0,6,False,BobBenzen
11,06,18,09,55,44,PM,sciencepolicy,0,1,False,jiayingzhao
11,06,18,09,56,05,PM,catherinemah,7,0,True,
11,06,18,09,57,26,PM,BobBenzen,0,1,False,take_andy
11,06,18,10,05,08,PM,BobBenzen,12,1,True,
11,06,18,10,05,39,PM,uOttawa,0,8,False,MPCelina
11,06,18,10,05,52,PM,gambierkate,0,13,False,ChiefSciCan
11,06,18,10,08,37,PM,take_andy,12,2,True,
11,06,18,10,09,29,PM,SMLabTO,0,1,False,BobBenzen
11,06,18,10,09,33,PM,BrianMarlatt,0,7,False,MichaelChongMP
11,06,18,10,09,56,PM,KinChanPhD,7,0,True,
11,06,18,10,12,25,PM,havahanderson,0,8,False,MPCelina
11,06,18,10,13,15,PM,KinChanPhD,7,0,True,
11,06,18,10,14,10,PM,LifeLoveHIV,0,5,False,akaida
11,06,18,10,26,18,PM,Kin_Kuok,0,7,False,MichaelChongMP
11,06,18,10,33,35,PM,DBuszard,0,6,False,ubcprez
11,06,18,10,34,19,PM,cole_burton,17,3,True,
11,06,18,10,35,35,PM,trushar_7,10,2,True,
11,06,18,10,38,35,PM,DeannaBurgart,0,13,False,ChiefSciCan
11,06,18,10,38,46,PM,DeannaBurgart,0,17,False,CemmaM
11,06,18,10,41,00,PM,catherinemah,4,0,True,
11,06,18,10,44,45,PM,gruzd,33,6,True,
11,06,18,10,52,32,PM,BobBenzen,0,6,False,gruzd
11,06,18,10,56,04,PM,UBCPsych,0,6,False,ubcprez
11,06,18,10,57,53,PM,PhMai,0,6,False,gruzd
11,06,18,11,23,05,PM,electrifiedshel,9,2,True,
11,06,18,11,33,11,PM,FairDuty,0,7,False,MichaelChongMP
11,06,18,11,47,08,PM,faisal_moola,0,13,False,ChiefSciCan
